Identifier,ARN,Resource type,Region,AWS Account,Application,LastReportedAt,Service,Tags,Tag:cost-center,Tag:aws:cloudformation:logical-id,Tag:aws:cloudformation:stack-id,Tag:aws:cloudformation:stack-name,Tag:InstanceScheduler-LastAction,Tag:Name,Tag:project,Tag:dlm:managed,Tag:Schedule,Tag:CdkGenerated,Tag:Environment,Tag:Sector,Tag:DNS5,Tag:deploy-stp-integraion-testing,Tag:DNS3,Tag:deploy-stp-api-testing,Tag:DNS2,Tag:instance-id,Tag:Backup,Tag:deploy-stp-acf-testing,Tag:DNS1,Tag:deploy-stp-identity-testing,Tag:DNS4,Tag:aws:dlm:lifecycle-schedule-name,Tag:aws:dlm:lifecycle-policy-id,Tag:Arasco-Prod,Tag:wes-api-dev-deploy,Tag:DNS6,Tag:deploy-stp-acf-staging,Tag:deploy-stp-audit-staging,Tag:deploy-stp-integrations-staging,Tag:deploy-stp-api-staging,Tag:deploy-stp-identity-staging,Tag:deploy-stp-api-preproduction,Tag:deploy-stp-acf-preproduction,Tag:deploy-stp-identity-preproduction,Tag:deploy-stp-integrations-preproduction,Tag:stp-acf-deploy,Tag:Application-Identity,Tag:Application,Tag:Env.,Tag:Solutions:SolutionID,Tag:Solutions:SolutionName,Tag:Solutions:SolutionVersion,Tag:Solutions:ApplicationType,Tag:aws:servicecatalog:applicationName,Tag:aws:ssmmessages:session-id,Tag:aws:ssmmessages:target-id,Tag:NLA-DEV,Tag:ims-api-dev-deploy,Tag:QuickSetupManagerID,Tag:QuickSetupDefinitionID,Tag:QuickSetupManagerRegion,Tag:QuickSetupManagerArn,Tag:QuickSetupManagerAccount,Tag:QuickSetupDocument,Tag:QuickSetupDocumentVersionName,Tag:aws:servicecatalog:attributeGroupName,Tag:env,Tag:EnableAWSServiceCatalogAppRegistry,Tag:aws:servicecatalog:applicationId,Tag:aws:servicecatalog:applicationArn,Tag:wes-api-testing-deploy
aws-service-rule/securityhub.amazonaws.com/config-rule-wnnl8l,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-wnnl8l,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:27 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
i-0b8d75a3492c2c48c,arn:aws:ssm:eu-west-3:405124853097:managed-instance/i-0b8d75a3492c2c48c,ssm:managed-instance,eu-west-3,405124853097,-,Sun Dec 21 2025 15:32:35 GMT+0200 (Eastern European Standard Time),ssm,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default:docdb-5-0,arn:aws:rds:eu-west-3:405124853097:og:default:docdb-5-0,rds:og,eu-west-3,405124853097,-,Tue Dec 16 2025 18:07:40 GMT+0200 (Eastern European Standard Time),rds,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
subnet-0223701869b66d43d,arn:aws:ec2:ap-southeast-2:405124853097:subnet/subnet-0223701869b66d43d,ec2:subnet,ap-southeast-2,405124853097,-,Wed Dec 17 2025 07:58:10 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
i-0378917a64f21e3ea,arn:aws:ssm:eu-west-3:405124853097:managed-instance/i-0378917a64f21e3ea,ssm:managed-instance,eu-west-3,405124853097,-,Sun Dec 21 2025 15:33:56 GMT+0200 (Eastern European Standard Time),ssm,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
E1PN8Z2WSIS0HV,arn:aws:cloudfront::405124853097:distribution/E1PN8Z2WSIS0HV,cloudfront:distribution,global,405124853097,-,Thu Dec 18 2025 03:15:41 GMT+0200 (Eastern European Standard Time),cloudfront,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-lrjmbo,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-lrjmbo,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:29 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/AWSCodePipelineServiceRole-eu-west-3-wes-dispatcher-consumer-te,arn:aws:iam::405124853097:role/service-role/AWSCodePipelineServiceRole-eu-west-3-wes-dispatcher-consumer-te,iam:role,global,405124853097,-,Sun Dec 21 2025 11:29:18 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
codebuild-stp-integrations-dev-service-role,arn:aws:iam::405124853097:role/codebuild-stp-integrations-dev-service-role,iam:role,global,405124853097,-,Sun Dec 21 2025 11:38:00 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-role/application-insights.amazonaws.com/AWSServiceRoleForApplicationInsights,arn:aws:iam::405124853097:role/aws-service-role/application-insights.amazonaws.com/AWSServiceRoleForApplicationInsights,iam:role,global,405124853097,-,Sun Dec 21 2025 11:31:29 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
ami-023b8573e6411e8e2,arn:aws:ec2:eu-west-3:405124853097:image/ami-023b8573e6411e8e2,ec2:image,eu-west-3,405124853097,-,Sat Dec 20 2025 09:16:20 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
HR-Frontend-dev,arn:aws:codebuild:eu-west-3:405124853097:project/HR-Frontend-dev,codebuild:project,eu-west-3,405124853097,-,Wed Dec 17 2025 22:25:49 GMT+0200 (Eastern European Standard Time),codebuild,-,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/AWSCodePipelineServiceRole-eu-west-3-stp-api-dev-pipline,arn:aws:iam::405124853097:role/service-role/AWSCodePipelineServiceRole-eu-west-3-stp-api-dev-pipline,iam:role,global,405124853097,-,Sun Dec 21 2025 11:27:08 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/CodePipeline-CodeBuild-eu-west-3-arasco-stage,arn:aws:iam::405124853097:policy/service-role/CodePipeline-CodeBuild-eu-west-3-arasco-stage,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:04:56 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-2i0muw,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-2i0muw,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:31 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default,arn:aws:events:me-south-1:405124853097:event-bus/default,events:event-bus,me-south-1,405124853097,-,Thu Nov 27 2025 20:26:37 GMT+0200 (Eastern European Standard Time),events,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/cwe-role-us-east-2-dotnet,arn:aws:iam::405124853097:role/service-role/cwe-role-us-east-2-dotnet,iam:role,global,405124853097,-,Sun Dec 21 2025 11:40:09 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sgr-08b999af9c050526c,arn:aws:ec2:eu-west-3:405124853097:security-group-rule/sgr-08b999af9c050526c,ec2:security-group-rule,eu-west-3,405124853097,-,Fri Dec 19 2025 02:16:43 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
